YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
201007,42377,247372,1,8.67,"WNW","MONTICELLO ARPT",37.97,-109.5,3758,10930
201007,42377,247372,2,6.31,"NW","MONTICELLO ARPT",38,-109.42,3800,10925
201006,39089,227010,1,3.63,"E","WIND POINT",42.78,-87.76,4246,8745
201006,39089,227015,1,3.25,"SE","NORTH POINT LTHOUSE",43.04,-87.89,4302,8753
201006,39095,227027,1,0,"N","OLD FAITHFUL",44.47,-110.83,4428,11049
201006,39096,227030,1,3.46,"SSE","PITCHFORK",44.05,-109.05,4403,10903
201006,39097,227039,1,.26,"SSW","TURNERVILLE",42.85,-110.88,4251,11052
201006,39097,239980,1,4,"NNE","THAYNE",42.97,-110.97,4258,11058
201006,39097,239981,1,1,"SE","THAYNE",42.91,-110.99,4254,11059
201006,39100,227052,1,1.21,"NNW","(ORL)ORLANDO EXEC AR",28.57,-81.34,2834,8120
201006,39103,227071,1,1.34,"NE","ASHTON",28.26,-81.24,2815,8114
201006,39103,227727,1,2.41,"NW","VERO BEACH AIRPARK",27.65,-80.56,2739,8033
201006,39107,238291,1,8,"WSW","LUSTRE",48.34,-106.06,4820,10603
201006,39107,238293,1,0,"N","LUSTRE",48.38,-105.9,4822,10554
201006,39107,238293,2,10,"E","LUSTRE",48.38,-105.68,4822,10540
201006,39107,238300,1,0,"N","WOLF PT",48.1,-105.65,4806,10539
201006,39107,238300,2,1,"N","POPLAR",48.11,-105.2,4806,10512
201006,39107,238301,1,2,"SE","POPLAR",48.08,-105.17,4804,10510
201006,39107,238304,1,3,"SE","POPLAR",48.07,-105.15,4804,10509
201006,39107,238306,1,22,"NNW","SIDNEY",47.99,-104.33,4759,10419
201006,39111,227099,1,.28,"W","MOUNTAIN PINE",34.57,-93.17,3434,9310
201006,39111,227100,1,2.06,"WSW","HAWES",34.54,-93.18,3432,9310
201006,39111,238335,1,2.41,"NW","PEARSON",35.45,-92.16,3527,9209
201006,39111,238474,1,0,"N","QUITMAN",35.38,-92.22,3522,9213
201006,39111,238502,1,1.38,"W","PULASKI",34.75,-92.34,3445,9220
201006,39111,238502,2,1.1,"W","PULASKI",34.75,-92.34,3445,9220
201006,39111,238502,3,1.14,"WSW","PULASKI",34.74,-92.34,3444,9220
201006,39111,238502,4,1.41,"WSW","PULASKI",34.74,-92.34,3444,9220
201006,39111,238503,1,3,"SE","STEPROCK",35.39,-91.64,3523,9138
201006,39111,238504,1,3,"SE","STEPROCK",35.39,-91.64,3523,9138
201006,39113,227105,1,.5,"E","OSAGE",43.28,-92.81,4316,9248
201006,39113,227107,1,.85,"SE","CHESTER",43.49,-92.36,4329,9221
201006,39113,227108,1,.5,"E","CRESCO MUNI ARPT",43.37,-92.12,4322,9207
201006,39113,236924,1,0,"N","ST ANSGAR",43.38,-92.93,4322,9255
201006,39119,227140,1,8.46,"WSW","SELDEN",39.49,-100.72,3929,10043
201006,39119,227142,1,.69,"N","SELDEN",39.54,-100.57,3932,10034
201006,39119,227143,1,6.39,"W","LEOVILLE",39.58,-100.57,3934,10034
201006,39119,227144,1,0,"N","DRESDEN",39.62,-100.42,3937,10025
201006,39119,227146,1,.53,"W","OBERLIN",39.82,-100.53,3949,10031
201006,39121,227156,1,2.53,"WSW","MAX",40.1,-101.44,4006,10126
201006,39121,227158,1,3.19,"NNE","MAX",40.16,-101.37,4009,10122
201006,39121,227159,1,0,"N","STRATTON",40.15,-101.23,4009,10113
201006,39124,227169,1,7.26,"NNE","BURLINGTON ARPT",39.41,-102.21,3924,10212
201006,39124,227170,1,6.93,"N","BURLINGTON ARPT",39.42,-102.27,3925,10216
201006,39124,227217,1,4.01,"N","PECONIC",39.38,-102.13,3922,10207
201006,39125,227173,1,8.31,"N","GOODLAND ARPT",39.49,-101.71,3929,10142
201006,39125,227174,1,7.6,"S","RULETON",39.22,-101.88,3913,10152
201006,39125,227175,1,6.91,"N","BIRD CITY",39.85,-101.53,3951,10131
201006,39125,227176,1,0,"N","BIRD CITY",39.75,-101.53,3945,10131
201006,39126,227171,1,6.13,"NNE","COLFER",40.11,-101.82,4006,10149
201006,39126,227172,1,1.26,"ENE","PARKS",40.06,-101.7,4003,10142
201006,39132,227218,1,9.38,"NNE","AROYA",38.98,-103.08,3858,10304
201006,39133,227219,1,0,"N","YUMA ARPT",40.1,-102.72,4006,10243
201006,39133,227220,1,0,"N","YUMA",40.12,-102.72,4007,10243
201006,39134,227222,1,0,"N","CLARION",42.73,-93.73,4243,9343
201006,39134,227223,1,0,"N","WALLINGFORD",43.33,-94.83,4319,9449
201006,39134,227320,1,.5,"E","WELLINGFORD",43.32,-94.79,4319,9447
201006,39134,227320,2,.56,"ESE","WELLINGFORD",43.32,-94.79,4319,9447
201006,39134,227320,3,1.22,"ESE","WELLINGFORD",43.32,-94.78,4319,9446
201006,39134,227320,4,1.09,"E","WELLINGFORD",43.32,-94.78,4319,9446
201006,39134,227323,1,.5,"E","WELLINGFORD",43.32,-94.79,4319,9447
201006,39134,227323,2,.3,"NNE","WELLINGFORD",43.32,-94.8,4319,9448
201006,39134,227323,3,.19,"SE","WELLINGFORD",43.32,-94.8,4319,9448
201006,39134,227323,4,.55,"ESE","WELLINGFORD",43.32,-94.79,4319,9447
201006,39134,227324,1,1.02,"NW","HUMBOLDT MUNI ARPT",42.74,-94.26,4244,9415
201006,39134,227324,2,1.02,"S","HUMBOLDT MUNI ARPT",42.72,-94.25,4243,9415
201006,39134,227324,3,1.37,"ESE","DAKOTA CITY",42.71,-94.19,4242,9411
201006,39134,227324,4,2.63,"NE","DAKOTA CITY",42.74,-94.18,4244,9410
201006,39134,227326,1,2.13,"SSW","SILVER LAKE",43.45,-93.38,4327,9322
201006,39134,227328,1,1.22,"SE","DOLLIVER",43.46,-94.61,4327,9436
201006,39134,227329,1,1.71,"SE","ESTHERVILLE",43.4,-94.83,4324,9449
201006,39134,227330,1,0,"N","LAKE MILLS",43.42,-93.53,4325,9331
201006,39134,227333,1,.5,"E","TENOLD",43.42,-93.39,4325,9323
201006,39134,227334,1,0,"N","AREDALE",42.83,-93,4249,9300
201006,39134,227337,1,0,"N","ALGONA",43.07,-94.23,4304,9413
201006,39134,227339,1,.69,"N","DOWS",42.66,-93.5,4239,9330
201006,39134,227341,1,1.22,"NE","GRAETTINGER",43.24,-94.75,4314,9445
201006,39134,227343,1,1.22,"SE","EMMETSBURG",43.11,-94.68,4306,9440
201006,39134,227345,1,0,"N","NEVADA",42.02,-93.45,4201,9327
201006,39134,227346,1,2.07,"N","WALLINGFORD",43.36,-94.83,4321,9449
201006,39134,227348,1,2.32,"NNW","ORALABOR",41.76,-93.65,4145,9339
201006,39134,227349,1,.86,"NW","OAKLAND",42.59,-93.44,4235,9326
201006,39134,227352,1,.69,"N","OAKLAND",42.59,-93.43,4235,9325
201006,39134,227353,1,.51,"W","POPEJOY",42.6,-93.43,4236,9325
201006,39134,227354,1,.86,"SW","AMES",42.02,-93.63,4201,9337
201006,39134,227358,1,1.02,"E","DAKOTA CITY",42.72,-94.2,4243,9412
201006,39134,227362,1,.69,"N","FT DODGE",42.51,-94.18,4230,9410
201006,39134,227363,1,.69,"S","INDIANOLA",41.36,-93.57,4121,9334
201006,39134,227365,1,4.02,"NNE","DALLAS CENTER",41.73,-93.93,4143,9355
201006,39134,227370,1,5.55,"N","WELLSBURG",42.51,-92.91,4230,9254
201006,39134,227371,1,5.64,"W","IOWA FALLS",42.51,-93.38,4230,9322
201006,39134,227373,1,3.49,"N","NEW HARTFORD",42.62,-92.63,4237,9237
201006,39134,227374,1,.69,"S","STEAMBOAT ROCK",42.41,-93.07,4224,9304
201006,39134,227376,1,.69,"N","(OTM)OTTUMWA INDSTRL",41.11,-92.45,4106,9227
201006,39134,227382,1,0,"N","CLARION",42.73,-93.73,4243,9343
201006,39134,227463,1,2.4,"S","HOLMES",42.7,-93.83,4242,9349
201006,39134,227463,2,1.51,"E","FLORENCE",42.78,-93.84,4246,9350
201006,39134,227463,3,2.44,"NNW","CORNELIA",42.81,-93.7,4248,9342
201006,39134,227463,4,2.49,"SE","CLARION",42.71,-93.69,4242,9341
201006,39134,234432,1,2.67,"WSW","GRINNELL",41.73,-92.78,4143,9246
201006,39134,236012,1,0,"N","POMEROY",42.55,-94.68,4233,9440
201006,39150,227305,1,4,"WSW","LAURA",40.9,-89.9,4054,8954
201006,39150,227307,1,2,"E","PRINCEVILLE",40.93,-89.71,4055,8942
201006,39150,227309,1,4,"W","PEORIA",40.7,-89.68,4042,8940
201006,39150,227310,1,0,"N","MT ZION",39.77,-88.88,3946,8852
201006,39150,227331,1,1.34,"N","BLYTON",40.59,-90.27,4035,9016
201006,39150,227331,2,1.08,"SSE","FARMINGTON",40.68,-89.99,4040,8959
201006,39150,227336,1,2,"NE","CUBA",40.52,-90.17,4031,9010
201006,39150,227344,1,2.95,"NNE","SPRING BAY",40.86,-89.5,4051,8930
201006,39150,227347,1,3,"W","EUREKA",40.72,-89.33,4043,8919
201006,39150,227351,1,3,"WNW","ARMINGTON",40.35,-89.35,4021,8921
201006,39296,241381,1,.88,"N","SHIP BOTTOM",39.64,-74.18,3938,7410
201006,39296,241382,1,0,"N","LAVALLETTE",39.97,-74.07,3958,7404
201006,39298,228239,1,1.51,"SSE","JACKSONVILLE",30.33,-81.66,3019,8139
201006,39298,228239,2,1.73,"SSE","JACKSONVILLE",30.33,-81.65,3019,8139
201006,39298,228239,3,1.07,"WSW","LAKE FOREST",30.35,-81.65,3021,8139
201006,39298,228239,4,.18,"ENE","JACKSONVILLE",30.35,-81.67,3021,8140
201006,39298,228242,1,.6,"W","FRUIT COVE",30.1,-81.64,3006,8138
201006,39298,228243,1,.91,"SW","EGGLESTON HGTS",30.34,-81.61,3020,8136
201006,39298,228244,1,.69,"N","GREENLAND",30.18,-81.55,3010,8133
201006,39298,228247,1,.12,"WNW","BELLAIR",30.17,-81.72,3010,8143
201006,39298,228248,1,0,"N","ORANGE PARK",30.17,-81.7,3010,8142
201006,39298,228253,1,2.27,"NW","ROCHELLE",29.62,-82.26,2937,8215
201006,39298,228254,1,.4,"N","HIBERNIA",30.08,-81.7,3004,8142
201006,39298,228257,1,.91,"NW","HIBERNIA",30.08,-81.71,3004,8142
201006,39300,228256,1,.98,"ESE","GALESVILLE",44.07,-91.33,4404,9119
201006,39300,228259,1,0,"N","ETTRICK",44.17,-91.27,4410,9116
201006,39300,228269,1,.99,"W","CREAM",44.32,-91.79,4419,9147
201006,39300,228269,2,1.3,"E","CREAM",44.32,-91.74,4419,9144
201006,39300,228274,1,0,"N","NORTHFIELD",44.47,-91.1,4428,9106
201006,39300,228281,1,.49,"W","MERRILLAN",44.45,-90.84,4427,9050
201006,39300,228282,1,0,"N","TAYLOR",44.32,-91.12,4419,9107
201006,39300,238359,1,0,"N","BLUE RIVER",43.18,-90.57,4310,9034
201006,39300,239293,1,3,"NW","FOUNTAIN CITY",44.16,-91.76,4409,9145
201006,39301,228261,1,2.38,"NNW","MYRA",31.76,-82.39,3145,8223
201006,39301,228263,1,2.45,"ENE","HUFFER",31.58,-82.76,3134,8245
201006,39301,228264,1,2.12,"NNW","BAXLEY",31.8,-82.36,3148,8221
201006,39304,228283,1,1.78,"E","FOLKSTON",30.83,-81.99,3049,8159
201006,39304,228284,1,.91,"SE","HOMELAND",30.84,-82.01,3050,8200
201006,39304,228285,1,1.19,"E","FOLKSTON",30.83,-82,3049,8200
201006,39304,228286,1,1.91,"ESE","HOMELAND",30.84,-81.99,3050,8159
201006,39304,228287,1,3.15,"NE","KINGSLAND",30.83,-81.64,3049,8138
201006,39304,228288,1,2.25,"SE","SEALS",30.85,-81.67,3051,8140
201006,39305,228289,1,.6,"E","JACKSONVILLE",30.35,-81.66,3021,8139
201006,39305,228289,2,2.83,"SSW","JACKSONVILLE",30.31,-81.68,3018,8140
201006,39305,228289,3,1.75,"SSE","JACKSONVILLE",30.33,-81.66,3019,8139
201006,39305,228289,4,1.51,"SSE","JACKSONVILLE",30.33,-81.66,3019,8139
201006,39305,228290,1,2.83,"SSW","JACKSONVILLE",30.31,-81.68,3018,8140
201006,39311,228407,1,3,"SE","ELK MNT",41.65,-106.38,4139,10622
201006,39311,228407,2,3,"SW","ELK MNT",41.65,-106.46,4139,10627
201006,39311,228407,3,3,"W","ELK MNT",41.68,-106.48,4140,10628
201006,39311,228407,4,2,"E","ELK MNT",41.68,-106.38,4140,10622
201006,39311,228409,1,1.4,"ENE","SARATOGA",41.46,-106.8,4127,10648
201006,39311,228409,2,1.4,"ESE","SARATOGA",41.44,-106.8,4126,10648
201006,39311,228409,3,.7,"ESE","SARATOGA",41.45,-106.81,4127,10648
201006,39311,228409,4,.7,"ENE","SARATOGA",41.45,-106.81,4127,10648
201006,39314,228416,1,0,"N","LARAMIE",41.32,-105.58,4119,10534
201006,39314,228417,1,3,"SE","LARAMIE",41.29,-105.54,4117,10532
201006,39314,228418,1,0,"NW","LARAMIE",41.32,-105.58,4119,10534
201006,39314,228419,1,0,"N","RAWLINS",41.78,-107.25,4146,10715
201006,39314,228420,1,0,"N","ELK MNT",41.68,-106.42,4140,10625
201006,39314,228421,1,0,"N","CHEYENNE",41.13,-104.82,4107,10449
201006,39314,228422,1,1,"S","CHEYENNE",41.12,-104.82,4107,10449
201006,39314,228423,1,29,"NNW","CHEYENNE",41.52,-105.03,4131,10501
201006,39314,228425,1,0,"N","ROCK RIVER",41.73,-105.98,4143,10558
201006,39314,228426,1,0,"N","LARAMIE BREESE ARPT",41.32,-105.67,4119,10540
201006,39316,228429,1,24,"NE","BRIDGEPORT",41.92,-102.77,4155,10246
201006,39316,228432,1,5,"S","BRIDGEPORT",41.6,-103.1,4136,10306
201006,39316,228433,1,3,"SSW","BROADWATER",41.56,-102.87,4133,10252
201006,39316,228436,1,9,"S","BROADWATER",41.47,-102.85,4128,10251
201006,39316,228438,1,15,"E","DALTON",41.42,-102.69,4125,10241
201006,39318,228452,1,5.7,"N","BURLINGTON ARPT",39.4,-102.27,3924,10216
201006,39318,228452,2,2.05,"ENE","BURLINGTON",39.31,-102.23,3918,10213
201006,39319,228444,1,1.22,"WNW","CARUSO",39.34,-101.8,3920,10148
201006,39319,228445,1,3.01,"WNW","RULETON",39.35,-101.93,3921,10155
201006,39319,228446,1,.53,"E","GOODLAND",39.35,-101.71,3921,10142
201006,39319,228448,1,.68,"SSE","WINONA",39.06,-101.24,3903,10114
201006,39322,228454,1,2.56,"WNW","SALIS",38.85,-102.31,3851,10218
201006,39324,228459,1,11.03,"SSW","CARLTON",38.68,-102.17,3840,10210
201006,39325,228461,1,0,"N","LANCE CREEK",43.03,-104.67,4301,10440
201006,39325,228462,1,3,"W","LANCE CREEK",43.03,-104.73,4301,10443
201006,39325,228464,1,10,"N","LUSK",42.91,-104.45,4254,10427
201006,39325,228465,1,0,"N","HARTVILLE",42.32,-104.73,4219,10443
201006,39325,228469,1,0,"N","HARTVILLE",42.32,-104.73,4219,10443
201006,39325,228471,1,0,"N","HARTVILLE",42.32,-104.73,4219,10443
201006,39325,228472,1,3,"NNE","GUERNSEY",42.31,-104.71,4218,10442
201006,39325,228473,1,1,"E","HARTVILLE",42.32,-104.71,4219,10442
201006,39325,228474,1,5,"N","VAN TASSELL",42.74,-104.1,4244,10406
201006,39325,228476,1,7,"NE","LUSK",42.84,-104.35,4250,10421
201006,39325,228479,1,10,"N","TORRINGTON",42.21,-104.18,4212,10410
201006,39325,228481,1,8,"N","BURNS",41.3,-104.37,4118,10422
201006,39325,228482,1,0,"N","LA GRANGE",41.63,-104.17,4137,10410
201006,39328,228488,1,1.25,"SSW","SPANISH CAMP",29.38,-96.18,2922,9610
201006,39329,228484,1,10,"NW","HARRISON",42.78,-104.01,4246,10400
201006,39329,228486,1,4,"NW","HARRISON",42.72,-103.93,4243,10355
201006,39329,228490,1,0,"N","HARRISON",42.68,-103.87,4240,10352
201006,39329,228491,1,0,"N","HARRISON",42.68,-103.87,4240,10352
201006,39329,228494,1,8.18,"SW","JODER",42.76,-103.66,4245,10339
201006,39329,228495,1,4,"WSW","GLEN",42.58,-103.64,4234,10338
201006,39329,228499,1,14.95,"E","PORTER",42.01,-103.66,4200,10339
201006,39329,228502,1,7,"N","HEMINGFORD",42.42,-103.07,4225,10304
201006,39329,228504,1,3.44,"NW","PORTER",42.07,-103.99,4204,10359
201006,39329,228507,1,4.15,"WSW","PORTER",42,-104.02,4200,10401
201006,39329,228509,1,3.71,"NW","PORTER",42.06,-104.01,4203,10400
201006,39329,228515,1,2.17,"WSW","PORTER",42.02,-103.99,4201,10359
201006,39329,228517,1,0,"N","MORRILL",41.97,-103.93,4158,10355
201006,39329,228523,1,1,"ESE","MORRILL",41.96,-103.91,4157,10354
201006,39329,228524,1,2.07,"SE","PORTER",42.01,-103.92,4200,10355
201006,39329,228526,1,2,"NNW","MORRILL",42,-103.94,4200,10356
201006,39329,228528,1,1,"N","MORRILL",41.98,-103.93,4158,10355
201006,39150,227357,1,3,"E","MACKINAW",40.53,-89.29,4031,8917
201006,39150,227361,1,2,"ESE","MACKINAW",40.52,-89.31,4031,8918
201006,39150,227368,1,3,"E","WASHINGTON",40.7,-89.34,4042,8920
201006,39150,227372,1,5,"NNE","EUREKA",40.79,-89.23,4047,8913
201006,39150,227380,1,1.06,"WNW","SPRINGFIELD",39.8,-89.67,3948,8940
201006,39150,227384,1,0,"W","MINONK",40.9,-89.03,4054,8901
201006,39150,227387,1,1.48,"SSW","JEROME",39.73,-89.71,3943,8942
201006,39150,227391,1,0,"S","TOWANDA",40.57,-88.9,4034,8854
201006,39150,227394,1,2,"W","DANVERS",40.53,-89.21,4031,8912
201006,39150,246369,1,2.14,"WNW","RIO",41.13,-90.44,4107,9026
201006,39150,246369,2,1.99,"NNW","VICTORIA",41.06,-90.12,4103,9007
201006,39150,246369,3,3.05,"NNE","MAQUON",40.84,-90.15,4050,9009
201006,39150,246369,4,2.55,"WNW","ABINGDON",40.82,-90.44,4049,9026
201006,39150,246375,1,1.84,"SSE","ELMORE",40.92,-89.97,4055,8958
201006,39150,246375,2,4.35,"NW","EDELSTEIN",40.97,-89.69,4058,8941
201006,39150,246375,3,3.99,"NE","NORTH CHILLICOTHE",40.97,-89.45,4058,8927
201006,39150,246375,4,.51,"S","EDGEWATER TERRACE",40.86,-89.52,4051,8931
201006,39150,246375,5,.51,"N","ELMWOOD",40.79,-89.97,4047,8958
201006,39151,227350,1,4.74,"SW","KEMPTON",47.77,-97.69,4746,9741
201006,39654,239148,1,.69,"S","BERWICK",48.36,-100.25,4821,10015
201006,39654,239152,1,2.39,"E","BURLINGTON",48.28,-101.37,4816,10122
201006,39654,239152,2,3.99,"ENE","(MOT)MINOT INTL ARPT",48.3,-101.2,4818,10112
201006,39654,239152,3,5.45,"WNW","SAWYER",48.12,-101.16,4807,10109
201006,39654,239152,4,5.8,"NW","SOUTH PRAIRIE",48.12,-101.38,4807,10122
201006,39654,239160,1,0,"N","FESSENDEN",47.65,-99.62,4739,9937
201006,39658,230479,1,14.41,"SSW","GILLETTE",44.09,-105.6,4405,10536
201006,39658,239718,1,3.15,"SSE","GILLETTE",44.25,-105.48,4415,10528
201006,39659,230482,1,13.33,"W","RECLUSE",44.71,-105.97,4442,10558
201006,39660,230483,1,3.27,"SW","USTA",45.19,-102.22,4511,10213
201006,39660,230484,1,4.55,"WNW","USTA",45.25,-102.26,4515,10215
201006,39660,230486,1,6.59,"SE","BISON",45.44,-102.39,4526,10223
201006,39660,230584,1,6.76,"W","FAITH",45.02,-102.17,4501,10210
201006,39661,230487,1,3,"NE","RED ELM",45.08,-101.73,4504,10143
201006,39661,230488,1,0,"N","RED ELM",45.05,-101.77,4503,10146
201006,39661,230491,1,1.96,"W","DUPREE",45.05,-101.62,4503,10137
201006,39661,230492,1,3.91,"W","THUNDER BUTTE",45.23,-101.73,4513,10143
201006,39661,230585,1,.36,"NE","RED ELM",45.05,-101.76,4503,10145
201006,39661,230586,1,3.33,"W","DUPREE",45.05,-101.65,4503,10139
201006,39661,230588,1,3.33,"W","DUPREE",45.05,-101.65,4503,10139
201006,39661,230591,1,.8,"WNW","DUPREE",45.06,-101.59,4503,10135
201006,39661,239707,1,1.36,"NNE","DUPREE",45.07,-101.57,4504,10134
201006,39661,239708,1,1.32,"NNE","DUPREE",45.07,-101.57,4504,10134
201006,39661,247420,1,7,"S","RED ELM",44.95,-101.77,4457,10146
201006,39661,247439,1,2.76,"S","RED ELM",45.01,-101.77,4500,10146
201006,39661,247443,1,4.58,"ESE","RED ELM",45.03,-101.68,4501,10140
201006,39661,247443,2,3.57,"W","DUPREE",45.06,-101.65,4503,10139
201006,39661,247444,1,1.88,"WSW","DUPREE",45.04,-101.61,4502,10136
201006,39661,247444,2,1.44,"WNW","DUPREE",45.06,-101.61,4503,10136
201006,39661,247445,1,1.57,"WNW","DUPREE",45.06,-101.61,4503,10136
201006,39661,247446,1,4.03,"NW","DUPREE",45.09,-101.64,4505,10138
201006,39662,230493,1,7.5,"W","PROVO",43.16,-104,4309,10400
201006,39662,230494,1,4,"SE","EDGEMONT",43.26,-103.77,4315,10346
201006,39662,230495,1,0,"N","HOT SPGS",43.43,-103.48,4325,10328
201006,39662,230496,1,4.09,"SW","SMITHWICK",43.26,-103.28,4315,10316
201006,39662,230497,1,12.72,"ESE","FAIRBURN",43.62,-102.98,4337,10258
201006,39663,230499,1,2.56,"SSE","PIEDMONT",44.2,-103.35,4412,10321
201006,39663,230500,1,16.3,"E","STURGIS",44.42,-103.17,4425,10310
201006,39664,230502,1,6.29,"SE","CREIGHTON",44.18,-102.12,4410,10207
201006,39664,230503,1,13.8,"NE","CREIGHTON",44.4,-102.01,4424,10200
201006,39665,230528,1,15.19,"NW","EDGEMONT",43.47,-104.02,4328,10401
201006,39665,230529,1,5.15,"SW","HOT SPGS",43.37,-103.54,4322,10332
201006,39665,230530,1,.37,"SSW","HOT SPGS",43.43,-103.48,4325,10328
201006,39666,230533,1,5.9,"NNE","POTATO CREEK",43.6,-101.94,4336,10156
201006,39666,247467,1,5,"W","WANBLEE",43.57,-101.77,4334,10146
201006,39666,247468,1,11.3,"ESE","SCENIC",43.69,-102.36,4341,10221
201006,39666,247469,1,11.3,"ESE","SCENIC",43.69,-102.36,4341,10221
201006,39667,230534,1,11.5,"N","PORCUPINE",43.4,-102.33,4324,10219
201006,39670,230538,1,0,"N","WIND CAVE",43.55,-103.48,4333,10328
201006,39670,230543,1,10.13,"E","BUFFALO GAP",43.48,-103.12,4328,10307
201006,39671,230549,1,0,"N","PROVO",43.18,-103.85,4310,10351
201006,39671,230553,1,2.2,"NNW","HOT SPGS MUNI ARPT",43.4,-103.4,4324,10324
201006,39671,230555,1,12.07,"SSW","ANGOSTURA RESERVOIR",43.19,-103.52,4311,10331
201006,39671,230557,1,12.6,"W","OGLALA",43.18,-103,4310,10300
201006,39671,230558,1,1,"S","MANDERSON",43.22,-102.48,4313,10228
201006,39674,230611,1,1.74,"NW","BRENTWOOD",40.39,-79.99,4023,7959
201006,39674,230611,2,1.38,"WNW","BRENTWOOD",40.38,-79.99,4022,7959
201006,39674,230611,3,1.54,"E","MT LEBANON",40.38,-80,4022,8000
201006,39674,230611,4,1.89,"NW","BRENTWOOD",40.39,-79.99,4023,7959
201006,39674,230613,1,.53,"W","WHITAKER",40.4,-79.89,4024,7953
201006,39674,230613,2,.69,"S","RANKIN",40.41,-79.88,4024,7952
201006,39674,230613,3,.6,"NNE","WHITAKER",40.41,-79.87,4024,7952
201006,39674,230613,4,.35,"W","WHITAKER",40.4,-79.89,4024,7953
201006,39674,230616,1,.52,"E","PETROLIA",41.02,-79.72,4101,7943
201006,39674,230617,1,.87,"SW","BOYERS",41.11,-79.93,4106,7955
201006,39674,230621,1,1.24,"WNW","CLIFF MINE",40.46,-80.22,4027,8013
201006,39674,230621,2,.65,"NNE","CLIFF MINE",40.46,-80.19,4027,8011
201006,39674,230621,3,.58,"ENE","CLIFF MINE",40.45,-80.19,4027,8011
201006,39674,230621,4,1.05,"W","CLIFF MINE",40.45,-80.22,4027,8013
201006,39677,230622,1,0,"NW","CHATTANOOGA",35.05,-85.28,3503,8516
201006,39677,241578,1,0,"N","SODDY DAISY",35.28,-85.17,3516,8510
201006,39678,230623,1,.52,"ESE","MOUNDSVILLE",39.92,-80.72,3955,8043
201006,39678,230623,2,.54,"NE","MOUNDSVILLE",39.93,-80.72,3955,8043
201006,39678,230623,3,1.08,"W","MOUNDSVILLE",39.92,-80.75,3955,8045
201006,39678,230623,4,1.14,"WSW","MOUNDSVILLE",39.91,-80.75,3954,8045
201006,39678,230628,1,1.95,"E","MOUNDSVILLE",39.91,-80.69,3954,8041
201006,39678,230628,2,2.07,"WSW","LIMESTONE",39.92,-80.69,3955,8041
201006,39678,230628,3,2.03,"WSW","LIMESTONE",39.92,-80.69,3955,8041
201006,39678,230628,4,2.06,"ESE","MOUNDSVILLE",39.91,-80.69,3954,8041
201006,39678,230629,1,1.96,"NNE","NEWDALE",39.7,-80.7,3942,8042
201006,39678,230629,2,1.26,"ENE","NEWDALE",39.68,-80.7,3940,8042
201006,39678,230629,3,1.42,"W","WEST",39.68,-80.7,3940,8042
201006,39678,230629,4,2.01,"NNE","NEWDALE",39.7,-80.7,3942,8042
201006,39678,230632,1,.53,"W","MOUNDSVILLE",39.92,-80.74,3955,8044
201006,39678,230633,1,.87,"NW","NEW MARTINSVILLE",39.66,-80.86,3939,8051
201006,39679,230630,1,4,"W","SHARPS CHAPEL",36.35,-83.87,3621,8352
201006,39679,230634,1,3,"NW","JEFFERSON CITY",36.15,-83.52,3609,8331
201006,39679,230635,1,0,"N","KNOXVILLE",35.97,-83.93,3558,8355
201006,39679,241733,1,0,"N","JEFFERSON CITY",36.12,-83.48,3607,8328
201006,39681,230640,1,0,"NW","KINGSPORT",36.55,-82.55,3633,8233
201006,39681,230641,1,0,"S","SHADY VLY",36.52,-81.92,3631,8155
201006,39681,230642,1,2,"SW","ELIZABETHTON",36.33,-82.25,3619,8215
201006,39681,230644,1,3,"W","JOHNSON CITY",36.32,-82.4,3619,8224
201006,39681,230647,1,7,"SE","ELIZABETHTON",36.28,-82.13,3616,8207
201006,39681,230648,1,0,"S","UNICOI",36.2,-82.35,3612,8221
201006,39681,241755,1,0,"N","BRISTOL",36.58,-82.18,3634,8210
201006,39681,242610,1,0,"N","MOUNTAIN CITY",36.48,-81.8,3628,8148
201006,39682,230643,1,.53,"W","SUMMERFIELD",39.8,-81.34,3948,8120
